Study,Species,Age\Sex\Size_of_Predator,Sample_size,Sample_type,State\Province,Subregion,Region_code,Year_Start,Year_End,Months,Reference,Diet_data,Age\Size_of_prey,N_prey_items ,Count_type_(FO=frequency_of_occurrence\SSFO=split_sample_frequency_of_occurence\V=volume\M=model\O=feeding event\C=number_count),Percent_salmon,95_Percent_CIs,Percent_chinook ,95_ Percent_CIs,Anecdotal_chinook_abundance(if_species_mentioned\chinook_column_blank),Citation,URL,Comment,Double_count_(RefStudyNum(\s) 
124,Steller Sea lion,M\F,339,scat sample,Alaska,Southeast Alaska,F,1993,1996,9--11,Trites et al. 2007,scat sample,,,FO,14.2,,,,,Trites  A. W.  Calkins  D. G.  and Winship  A. J. (2007). Diets of Steller sea lions (Eumetopias jubatus) in Southeast Alaska  1993_ 1999. Fishery Bulletin 105(2)  234-248.,http://fishbull.noaa.gov/1052/trites.pdf,Table 2. Frequency of occurrence of prey types in Steller sea lion (Eumetopias jubatus) scats from Southeast Alaska. Samples were from rookeries (Forrester  Hazy  and White Sisters) in summer (Jun_Aug) 1993_99 and from haulouts in fall (Sep_Nov) 1993 and 1995_96  winter (Dec_Feb) 1996_97  and spring (Mar_May) 1996. The rookery data (summer) were pooled across months (and sites within the Forrester complex) but averaged across years and rookeries (weighted by pup counts). Haulout data were pooled across months and sites but averaged across years.,
124,Steller Sea lion,M\F,143,scat sample,Alaska,Southeast Alaska,F,1996,1997,12--2,Trites et al. 2007,scat sample,,,FO,4.9,,,,,Trites  A. W.  Calkins  D. G.  and Winship  A. J. (2007). Diets of Steller sea lions (Eumetopias jubatus) in Southeast Alaska  1993_ 1999. Fishery Bulletin 105(2)  234-248.,http://fishbull.noaa.gov/1052/trites.pdf,Table 2. Frequency of occurrence of prey types in Steller sea lion (Eumetopias jubatus) scats from Southeast Alaska. Samples were from rookeries (Forrester  Hazy  and White Sisters) in summer (Jun_Aug) 1993_99 and from haulouts in fall (Sep_Nov) 1993 and 1995_96  winter (Dec_Feb) 1996_97  and spring (Mar_May) 1996. The rookery data (summer) were pooled across months (and sites within the Forrester complex) but averaged across years and rookeries (weighted by pup counts). Haulout data were pooled across months and sites but averaged across years.,
124,Steller Sea lion,M\F,204,scat sample,Alaska,Southeast Alaska,F,1996,1996,3--5,Trites et al. 2007,scat sample,,,FO,4.4,,,,,Trites  A. W.  Calkins  D. G.  and Winship  A. J. (2007). Diets of Steller sea lions (Eumetopias jubatus) in Southeast Alaska  1993_ 1999. Fishery Bulletin 105(2)  234-248.,http://fishbull.noaa.gov/1052/trites.pdf,Table 2. Frequency of occurrence of prey types in Steller sea lion (Eumetopias jubatus) scats from Southeast Alaska. Samples were from rookeries (Forrester  Hazy  and White Sisters) in summer (Jun_Aug) 1993_99 and from haulouts in fall (Sep_Nov) 1993 and 1995_96  winter (Dec_Feb) 1996_97  and spring (Mar_May) 1996. The rookery data (summer) were pooled across months (and sites within the Forrester complex) but averaged across years and rookeries (weighted by pup counts). Haulout data were pooled across months and sites but averaged across years.,
125,Steller Sea lion,M\F,28,stomach sample,British Columbia,Coast (all inlets\channels),D\E,1958,1961,12--4,Spalding 1963,stomach sample content,,35,FO,0.0,,0.0,,,Spalding   D. J. R. (1963). Comparative feeding habits of the fur seal (Callorhinus ursinus)   sea lion (Eumetopias jubata) and harbour seal (Phoca vitulina) on the British Columbia coast. Doctoral dissertation. University of British Columbia.,https://circle.ubc.ca/bitstream/handle/2429/39239/UBC_1963_A8%20S6%20C6.pdf?sequence=1,Table 7. ,
125,Steller Sea lion,M\F,127,stomach sample,British Columbia,Coast (all inlets\channels),D\E,1958,1961,5--9,Spalding 1963,stomach sample content,,126,FO,4.8,,,,chinook probably not considerable proportion of diet but may be present,Spalding   D. J. R. (1963). Comparative feeding habits of the fur seal (Callorhinus ursinus)   sea lion (Eumetopias jubata) and harbour seal (Phoca vitulina) on the British Columbia coast. Doctoral dissertation. University of British Columbia.,https://circle.ubc.ca/bitstream/handle/2429/39239/UBC_1963_A8%20S6%20C6.pdf?sequence=2,Table 7. ,
125,Steller Sea lion,M\F,35,stomach sample,British Columbia,Coast (all inlets\channels),D\E,1958,1961,9--12,Spalding 1963,stomach sample content,,42,FO,9.5,,,,chinook probably not considerable proportion of diet but may be present,Spalding   D. J. R. (1963). Comparative feeding habits of the fur seal (Callorhinus ursinus)   sea lion (Eumetopias jubata) and harbour seal (Phoca vitulina) on the British Columbia coast. Doctoral dissertation. University of British Columbia.,https://circle.ubc.ca/bitstream/handle/2429/39239/UBC_1963_A8%20S6%20C6.pdf?sequence=3,Table 7. ,
126,Harbor Seal,M\F,5,stomach sample,British Columbia,Coast (all inlets\channels),D\E,1958,1961,12--4,Spalding 1963,stomach sample content,,6,FO,0.0,,0.0,,,Spalding   D. J. R. (1963). Comparative feeding habits of the fur seal (Callorhinus ursinus)   sea lion (Eumetopias jubata) and harbour seal (Phoca vitulina) on the British Columbia coast. Doctoral dissertation. University of British Columbia.,https://circle.ubc.ca/bitstream/handle/2429/39239/UBC_1963_A8%20S6%20C6.pdf?sequence=4,Table 7. ,
126,Harbor Seal,M\F,26,stomach sample,British Columbia,Coast (all inlets\channels),D\E,1958,1961,5--9,Spalding 1963,stomach sample content,,33,FO,16.1,,,,chinook probably not considerable proportion of diet but may be present,Spalding   D. J. R. (1963). Comparative feeding habits of the fur seal (Callorhinus ursinus)   sea lion (Eumetopias jubata) and harbour seal (Phoca vitulina) on the British Columbia coast. Doctoral dissertation. University of British Columbia.,https://circle.ubc.ca/bitstream/handle/2429/39239/UBC_1963_A8%20S6%20C6.pdf?sequence=5,Table 7. ,
126,Harbor Seal,M\F,38,stomach sample,British Columbia,Coast (all inlets\channels),D\E,1958,1961,9--12,Spalding 1963,stomach sample content,,46,FO,30.4,,,,chinook probably not considerable proportion of diet but may be present,Spalding   D. J. R. (1963). Comparative feeding habits of the fur seal (Callorhinus ursinus)   sea lion (Eumetopias jubata) and harbour seal (Phoca vitulina) on the British Columbia coast. Doctoral dissertation. University of British Columbia.,https://circle.ubc.ca/bitstream/handle/2429/39239/UBC_1963_A8%20S6%20C6.pdf?sequence=6,Table 7. ,
127,Steller Sea lion,M\F,23,stomach sample,British Columbia,Vancouver Island (Barkley Sound),D,1915,1961,12,Spalding 1963 (with data from Newcombe et al. 1918),stomach sample content,,29,FO,0.0,,0.0,,,Spalding   D. J. R. (1963). Comparative feeding habits of the fur seal (Callorhinus ursinus)   sea lion (Eumetopias jubata) and harbour seal (Phoca vitulina) on the British Columbia coast. Doctoral dissertation. University of British Columbia.,https://circle.ubc.ca/bitstream/handle/2429/39239/UBC_1963_A8%20S6%20C6.pdf?sequence=7,Table 11. Contents of 23 sea lion stomach samples from Barkley Sound: 14 collected in December 1915 (Newcombe et al. 1918) and nine collected during the present investigation.,
128,Steller Sea lion,M\F,52,stomach sample,British Columbia,Vancouver Island (Scott Islands),E,1958,1961,5--9,Spalding 1963,stomach sample content,,63,FO,6.4,,,,chinook probably not considerable proportion of diet but may be present,Spalding   D. J. R. (1963). Comparative feeding habits of the fur seal (Callorhinus ursinus)   sea lion (Eumetopias jubata) and harbour seal (Phoca vitulina) on the British Columbia coast. Doctoral dissertation. University of British Columbia.,https://circle.ubc.ca/bitstream/handle/2429/39239/UBC_1963_A8%20S6%20C6.pdf?sequence=8,Table 12.,
129,California Sea Lion,M\F,87,scat sample,California,Monterey Bay,A,1997,1997,8--10,Weise 2000,scat sample,,,FO,5.8,,,,Chinook likely a significant portion of salmon consumed,Weise  M. J. (2000). Abundance  food habits  and annual fish consumption of California sea lion (Zalophus californianus) and its impact on salmonid fisheries in Monterey Bay  California (Doctoral dissertation  San Jose State University).,http://islandora.mlml.calstate.edu/islandora/object/islandora%3A1708/datastream/OBJ/download/Abundance__food_habits__and_annual_fish_consumption_of_California_Sea_Lion__Zalophus_californianus_.pdf,Table 3,
129,California Sea Lion,M\F,70,scat sample,California,Monterey Bay,A,1997,1998,11--1,Weise 2000,scat sample,,,FO,1.4,,,,Chinook likely a significant portion of salmon consumed,Weise  M. J. (2000). Abundance  food habits  and annual fish consumption of California sea lion (Zalophus californianus) and its impact on salmonid fisheries in Monterey Bay  California (Doctoral dissertation  San Jose State University).,http://islandora.mlml.calstate.edu/islandora/object/islandora%3A1708/datastream/OBJ/download/Abundance__food_habits__and_annual_fish_consumption_of_California_Sea_Lion__Zalophus_californianus_.pdf,Table 4,
129,California Sea Lion,M\F,100,scat sample,California,Monterey Bay,A,1998,1998,2--4,Weise 2000,scat sample,,,FO,6.0,,,,Chinook likely a significant portion of salmon consumed,Weise  M. J. (2000). Abundance  food habits  and annual fish consumption of California sea lion (Zalophus californianus) and its impact on salmonid fisheries in Monterey Bay  California (Doctoral dissertation  San Jose State University).,http://islandora.mlml.calstate.edu/islandora/object/islandora%3A1708/datastream/OBJ/download/Abundance__food_habits__and_annual_fish_consumption_of_California_Sea_Lion__Zalophus_californianus_.pdf,Table 5,
129,California Sea Lion,M\F,72,scat sample,California,Monterey Bay,A,1998,1998,5--7,Weise 2000,scat sample,,,FO,18.1,,,,Chinook likely a significant portion of salmon consumed,Weise  M. J. (2000). Abundance  food habits  and annual fish consumption of California sea lion (Zalophus californianus) and its impact on salmonid fisheries in Monterey Bay  California (Doctoral dissertation  San Jose State University).,http://islandora.mlml.calstate.edu/islandora/object/islandora%3A1708/datastream/OBJ/download/Abundance__food_habits__and_annual_fish_consumption_of_California_Sea_Lion__Zalophus_californianus_.pdf,Table 6,
129,California Sea Lion,M\F,68,scat sample,California,Monterey Bay,A,1998,1998,8--10,Weise 2000,scat sample,,,FO,2.9,,,,Chinook likely a significant portion of salmon consumed,Weise  M. J. (2000). Abundance  food habits  and annual fish consumption of California sea lion (Zalophus californianus) and its impact on salmonid fisheries in Monterey Bay  California (Doctoral dissertation  San Jose State University).,http://islandora.mlml.calstate.edu/islandora/object/islandora%3A1708/datastream/OBJ/download/Abundance__food_habits__and_annual_fish_consumption_of_California_Sea_Lion__Zalophus_californianus_.pdf,Table 7,
130,California Sea Lion,M\F,100,scat sample ,Washington,Puget Sound,D,1986,1986,4,Gearin et al. 1986,scat sample,,,FO,0.0,,0.0,,,Gearin  P.  Pfeifer  B.  and Jeffries  S. (1986). Control of California sea lion predation of winter-run steelhead at the Hiram M. Chittenden Locks  Seattle  December 1985-April 1986 with feeding events on sea lion abundance and distribution in Puget Sound.,http://aquaticcommons.org/2729/1/Gearin_Pfeifer_%26_Jeffries_-_Control_of_California_Sea_Lion_Predation..._-_1986.pdf,Table 4.17. NOTE: 100 samples= 98 scat samples and 2 spewings--all samples from Port Gardner on April 17 1986 except one from Elliott Bay on Feb 26 1986.  ,
131,Harbor Seal,M\F,64,scat sample ,California,Monterey Bay (Elkhorn Slough),A,1990,1991,11--1,Oxman 1995,otoliths  ,,,FO,0.0,,0.0,,No salmon found in diet however author notes that seals may discard salmon heads (i.e. otiliths) and juvenile fish otoliths may go undetected due to digestion ,Oxman  D. S. (1995). SEASONAL ABUNDANCE MOVEMENTS AND FOOD HABITS OF HARBOR SEALS (PHOCA VITULINA RICHARDS) (Doctoral dissertation California State University Stanislaus).,http://digital.mlml.calstate.edu/islandora/object/islandora%3A1169/datastream/OBJ/download/Seasonal_abundance__movements__and_food_habits_of_harbor_seals__Phoca_vitulina_richardsi__in_Elkhorn_Slough__Caliafornia.pdf,Table 9  ,
131,Harbor Seal,M\F,86,scat sample ,California,Monterey Bay (Elkhorn Slough),A,1990,1991,8--10,Oxman 1995,otoliths  ,,,FO,0.0,,0.0,,No salmon found in diet however author notes that seals may discard salmon heads (i.e. otiliths) and juvenile fish otoliths may go undetected due to digestion ,Oxman  D. S. (1995). SEASONAL ABUNDANCE MOVEMENTS AND FOOD HABITS OF HARBOR SEALS (PHOCA VITULINA RICHARDS) (Doctoral dissertation California State University Stanislaus).,http://digital.mlml.calstate.edu/islandora/object/islandora%3A1169/datastream/OBJ/download/Seasonal_abundance__movements__and_food_habits_of_harbor_seals__Phoca_vitulina_richardsi__in_Elkhorn_Slough__Caliafornia.pdf,Table 12,
131,Harbor Seal,M\F,70,scat sample ,California,Monterey Bay (Elkhorn Slough),A,1991,1991,2--4,Oxman 1995,otoliths  ,,,FO,0.0,,0.0,,No salmon found in diet however author notes that seals may discard salmon heads (i.e. otiliths) and juvenile fish otoliths may go undetected due to digestion ,Oxman  D. S. (1995). SEASONAL ABUNDANCE MOVEMENTS AND FOOD HABITS OF HARBOR SEALS (PHOCA VITULINA RICHARDS) (Doctoral dissertation California State University Stanislaus).,http://digital.mlml.calstate.edu/islandora/object/islandora%3A1169/datastream/OBJ/download/Seasonal_abundance__movements__and_food_habits_of_harbor_seals__Phoca_vitulina_richardsi__in_Elkhorn_Slough__Caliafornia.pdf,Table 10,
131,Harbor Seal,M\F,86,scat sample ,California,Monterey Bay (Elkhorn Slough),A,1991,1991,5--7,Oxman 1995,otoliths  ,,,FO,0.0,,0.0,,No salmon found in diet however author notes that seals may discard salmon heads (i.e. otiliths) and juvenile fish otoliths may go undetected due to digestion ,Oxman  D. S. (1995). SEASONAL ABUNDANCE MOVEMENTS AND FOOD HABITS OF HARBOR SEALS (PHOCA VITULINA RICHARDS) (Doctoral dissertation California State University Stanislaus).,http://digital.mlml.calstate.edu/islandora/object/islandora%3A1169/datastream/OBJ/download/Seasonal_abundance__movements__and_food_habits_of_harbor_seals__Phoca_vitulina_richardsi__in_Elkhorn_Slough__Caliafornia.pdf,Table 11,
132,Harbor Seal,M\F,81,stomach sample ,Washington,Puget Sound,D,1927,1930,12--8,Scheffer and Slipp 1944 ,stomach sample content,,,FO,2.5,,,,chinook likely found in diet (predation on chinook observed by fisherman),Scheffer V. B. and Slipp  J. W. (1944). The harbor seal in Washington State.American Midland Naturalist 373-416.,http://www.jstor.org/stable/2421307,"Table 5. Frequency of Items in stomach samples of 81 Harbor Seals from Puget Sound
and Other Enclosed Waters of Washington State December 1927 to August 1930. Adapted from Scheffer and Sperry 1931.",
133,Harbor Seal,M\F,44,scat sample,Washington,Puget Sound (Gertrude island),D,1979,1979,summer,Everitt et al 1981,scat sample (otolith),,301,FO,0.0,,0.0,,,Everitt  R. D.  Gearin  P. J.  Skidmore  J. S.  and DeLong  R. L. (1981). Prey items of harbor seals and California sea lions in Puget Sound  Washington. The Murrelet  83-86.,http://www.jstor.org/stable/3534249,Table 3. ,
133,Harbor Seal,M\F,57,scat sample,Washington,Puget Sound (Gertrude island),D,1979,1979,fall,Everitt et al 1981,scat sample (otolith),,310,FO,0.0,,0.0,,,Everitt  R. D.  Gearin  P. J.  Skidmore  J. S.  and DeLong  R. L. (1981). Prey items of harbor seals and California sea lions in Puget Sound  Washington. The Murrelet  83-86.,http://www.jstor.org/stable/3534249,Table 3. ,
134,California Sea Lion,M\F,9,scat sample (1 spew),Washington,Puget Sound (Protection island),D,1979,1979,5,Everitt et al 1981,scat sample (otolith),,29,FO,0.0,,0.0,,,Everitt  R. D.  Gearin  P. J.  Skidmore  J. S.  and DeLong  R. L. (1981). Prey items of harbor seals and California sea lions in Puget Sound  Washington. The Murrelet  83-86.,http://www.jstor.org/stable/3534248,Table 1. scat and spewings ,
135,Harbor Seal,M\F\4.0 year mean age,2917,scat sample ,British Columbia,Strait of Georgia,D,1982,1989,Year,Olesiuk et al 1990,scat sample,,5322,SSFO,4.0,,0.1,,1.6 percent of salmonids were identified to species so salmon species (i.e. chinook) estimate should be treated cautiously. Text states numerically chinook comprise 2.4 percent of salmon consumed which approximately equals 0.1 percent of total diet.,Olesiuk  P.F.  M.A. Bigg  G.M. Ellis  S.J. Crockford  and R.J. Wigen. 1990. An assessment of the feeding habits of harbour seals (Phoca vitulina) in the Strait of Georgia  British Columbia  based on scat analysis. Can. Tech. Rep. Fish. Aquat. Sci. 1730: 135 p.,http://www.dfo-mpo.gc.ca/Library/114690.pdf,Data are within the text. Collections started 12/1982 and ended 3/1989. N prey items calculated from text stating 5109 bony fishes comprised 96 percent of prey consumed.,
